candidat,ville,date-heure
fillon,Porto-Vecchio,2017-04-03 06:31:53
fillon,Equeurdreville-Hainneville,2017-04-03 06:32:09
Hamon,Equeurdreville-Hainneville,2017-04-03 06:32:09
fillon,France,2017-04-03 06:32:12
fillon,Nice,2017-04-03 06:32:16
fillon,Toulon,2017-04-03 06:32:40
Melenchon,Nantes,2017-04-03 06:32:45
fillon,Montgeron,2017-04-03 06:54:18
fillon,Paris,2017-04-03 06:54:31
fillon,Montgeron,2017-04-03 06:54:32
Macron,Morlaix,2017-04-03 06:54:43
fillon,Paris,2017-04-03 06:54:54
fillon,Decazeville,2017-04-03 06:55:24
fillon,Châtillon,2017-04-03 06:55:32
fillon,Paris,2017-04-03 06:55:57
fillon,Decazeville,2017-04-03 06:56:16
fillon,Paris,2017-04-03 06:56:41
fillon,Dol-de-Bretagne,2017-04-03 06:57:15
Macron,Dol-de-Bretagne,2017-04-03 06:57:15
fillon,Paris,2017-04-03 06:57:42
fillon,Paris,2017-04-03 06:58:03
fillon,Montgeron,2017-04-03 06:58:12
Hamon,Paris,2017-04-03 06:58:36
Melenchon,Bordeaux,2017-04-03 06:58:50
Melenchon,La Bourboule,2017-04-03 06:58:52
fillon,Lille,2017-04-03 06:58:57
fillon,Porto-Vecchio,2017-04-03 06:59:10
Melenchon,France,2017-04-03 06:59:39
fillon,Paris,2017-04-03 06:59:50
fillon,Arles,2017-04-03 06:59:59
fillon,Porto-Vecchio,2017-04-03 07:00:26
Melenchon,Toulouse,2017-04-03 07:00:29
fillon,Longjumeau,2017-04-03 07:01:08
fillon,Paris,2017-04-03 07:01:50
fillon,Midi-Pyrénées,2017-04-03 07:01:51
Le pen,Bordeaux,2017-04-03 07:02:56
fillon,Grenoble,2017-04-03 07:02:58
Hamon,Mortagne-sur-Sèvre,2017-04-03 07:03:36
Melenchon,Mortagne-sur-Sèvre,2017-04-03 07:03:36
Le pen,Montgeron,2017-04-03 07:04:04
Macron,Toulouse,2017-04-03 07:04:59
fillon,Sixt-Fer-à-Cheval,2017-04-03 07:05:07
Melenchon,Draguignan,2017-04-03 07:05:28
Le pen,Maisons-Alfort,2017-04-03 07:05:38
fillon,Paris,2017-04-03 07:05:50
Melenchon,La Bourboule,2017-04-03 07:05:56
fillon,Bidache,2017-04-03 07:05:56
fillon,Sète,2017-04-03 07:06:14
Hamon,Paris,2017-04-03 07:06:16
Macron,Paris,2017-04-03 07:06:21
Le pen,Fontaine,2017-04-03 07:06:42
Melenchon,France,2017-04-03 07:06:45
fillon,Besançon,2017-04-03 07:07:54
fillon,Trets,2017-04-03 07:08:11
fillon,Sundhoffen,2017-04-03 07:09:05
fillon,Paris,2017-04-03 07:09:18
fillon,Meaux,2017-04-03 07:09:34
Melenchon,Nantes,2017-04-03 07:10:06
fillon,Montgeron,2017-04-03 07:10:17
Hamon,Montgeron,2017-04-03 07:10:17
Macron,Corbeil-Essonnes,2017-04-03 07:11:01
Melenchon,Corbeil-Essonnes,2017-04-03 07:11:01
Macron,Moissac,2017-04-03 07:11:02
fillon,Hyères,2017-04-03 07:11:14
Le pen,Yffiniac,2017-04-03 07:11:15
fillon,Paris,2017-04-03 07:11:16
Melenchon,La Bourboule,2017-04-03 07:11:22
fillon,Montpellier,2017-04-03 07:11:50
dupontAignan,Montpellier,2017-04-03 07:11:50
fillon,Arles,2017-04-03 07:12:21
fillon,Bidache,2017-04-03 07:12:44
fillon,Paris,2017-04-03 07:12:55
Hamon,Paris,2017-04-03 07:12:55
fillon,Bourg-en-Bresse,2017-04-03 07:13:15
fillon,L'Escarène,2017-04-03 07:13:21
fillon,Paris,2017-04-03 07:13:30
Hamon,Paris,2017-04-03 07:13:30
Melenchon,La Bourboule,2017-04-03 07:13:33
fillon,Montpellier,2017-04-03 07:13:52
dupontAignan,Montpellier,2017-04-03 07:13:52
Lassalle,Paris,2017-04-03 07:14:31
Hamon,Paris,2017-04-03 07:14:31
fillon,Paris,2017-04-03 07:15:14
fillon,Richwiller,2017-04-03 07:15:17
Macron,Richwiller,2017-04-03 07:15:17
fillon,Nice,2017-04-03 07:15:32
fillon,France,2017-04-03 07:15:36
fillon,Montgeron,2017-04-03 07:15:37
Le pen,Vacqueyras,2017-04-03 07:15:41
fillon,Besançon,2017-04-03 07:15:52
fillon,France,2017-04-03 07:16:25
fillon,Paris,2017-04-03 07:16:38
dupontAignan,Paris,2017-04-03 07:16:38
Le pen,Vacqueyras,2017-04-03 07:16:41
Macron,Paris,2017-04-03 07:16:49
Le pen,Castelsarrasin,2017-04-03 07:16:52
Macron,Castelsarrasin,2017-04-03 07:16:52
fillon,Montpellier,2017-04-03 07:17:04
dupontAignan,Montpellier,2017-04-03 07:17:04
fillon,Toulouse,2017-04-03 07:17:13
fillon,Marseille,2017-04-03 07:17:28
dupontAignan,Marseille,2017-04-03 07:17:28
fillon,France,2017-04-03 07:17:36
fillon,Montgeron,2017-04-03 07:17:44
fillon,Paris,2017-04-03 07:17:58
Macron,Paris,2017-04-03 07:18:22
fillon,Paris,2017-04-03 07:18:43
fillon,Marseille,2017-04-03 07:19:11
dupontAignan,Marseille,2017-04-03 07:19:11
fillon,France,2017-04-03 07:19:33
fillon,Montrouge,2017-04-03 07:19:41
Hamon,Bègles,2017-04-03 07:19:54
fillon,Lyon,2017-04-03 07:19:55
fillon,Paris,2017-04-03 07:20:14
fillon,Paris,2017-04-03 07:20:46
Macron,Paris,2017-04-03 07:20:46
fillon,Paris,2017-04-03 07:21:09
fillon,Odomez,2017-04-03 07:21:56
dupontAignan,Odomez,2017-04-03 07:21:56
Macron,Le Noyer,2017-04-03 07:22:00
Macron,France,2017-04-03 07:22:02
Macron,Castelsarrasin,2017-04-03 07:22:43
Macron,Paris,2017-04-03 07:23:07
Macron,Paris,2017-04-03 07:23:20
fillon,Roanne,2017-04-03 07:23:35
fillon,Paris,2017-04-03 07:23:38
fillon,Paris,2017-04-03 07:23:42
fillon,Caen,2017-04-03 07:24:07
fillon,France,2017-04-03 07:24:30
fillon,Cannes,2017-04-03 07:24:51
Macron,Cannes,2017-04-03 07:24:51
Macron,Granville,2017-04-03 07:24:55
fillon,Roanne,2017-04-03 07:24:59
fillon,La Roche-sur-Yon,2017-04-03 07:25:39
Macron,La Roche-sur-Yon,2017-04-03 07:25:39
Macron,Paris,2017-04-03 07:25:41
Melenchon,Paris,2017-04-03 07:25:41
fillon,Porcheville,2017-04-03 07:26:01
dupontAignan,Porcheville,2017-04-03 07:26:01
Hamon,Porcheville,2017-04-03 07:26:01
fillon,Richwiller,2017-04-03 07:26:11
Macron,Richwiller,2017-04-03 07:26:11
fillon,Bron,2017-04-03 07:26:14
dupontAignan,Bron,2017-04-03 07:26:14
fillon,Paris,2017-04-03 07:26:22
Macron,Paris,2017-04-03 07:26:22
Le pen,Paris,2017-04-03 07:26:55
fillon,Levallois-Perret,2017-04-03 07:26:56
fillon,Nonzeville,2017-04-03 07:27:41
fillon,Porto-Vecchio,2017-04-03 07:27:42
Macron,Marseille,2017-04-03 07:27:42
fillon,Choisy-le-Roi,2017-04-03 07:28:26
fillon,La Roche-sur-Yon,2017-04-03 07:28:29
Macron,La Roche-sur-Yon,2017-04-03 07:28:29
Melenchon,France,2017-04-03 07:28:33
Macron,Paris,2017-04-03 07:29:14
fillon,Paris,2017-04-03 07:29:29
Macron,Paris,2017-04-03 07:29:29
fillon,Corse,2017-04-03 07:29:35
dupontAignan,Corse,2017-04-03 07:29:35
fillon,Aytré,2017-04-03 07:29:36
dupontAignan,Aytré,2017-04-03 07:29:36
Macron,Aytré,2017-04-03 07:29:36
Hamon,Aytré,2017-04-03 07:29:36
fillon,France,2017-04-03 07:29:53
fillon,Saint-Raphaël,2017-04-03 07:29:58
Melenchon,Le Mans,2017-04-03 07:31:15
fillon,France,2017-04-03 07:31:37
Macron,Paris,2017-04-03 07:31:48
fillon,Saint-Martin-de-Belleville,2017-04-03 07:31:59
fillon,Courcelles-lès-Lens,2017-04-03 07:32:07
fillon,France,2017-04-03 07:32:10
Melenchon,Paris,2017-04-03 07:32:18
Melenchon,Le Mans,2017-04-03 07:33:34
fillon,Paris,2017-04-03 07:35:01
Hamon,Bègles,2017-04-03 07:35:02
fillon,Beaune,2017-04-03 07:35:42
fillon,Saint-Quentin-Fallavier,2017-04-03 07:35:46
fillon,Levallois-Perret,2017-04-03 07:37:16
Poutou,Lille,2017-04-03 07:37:17
Macron,Ile-de-France,2017-04-03 07:37:17
fillon,Boulogne-Billancourt,2017-04-03 07:37:21
fillon,Lyon,2017-04-03 07:37:23
Hamon,Lille,2017-04-03 07:39:26
fillon,Châtillon,2017-04-03 07:39:28
Macron,Bourg-lès-Valence,2017-04-03 07:39:39
fillon,Nancy,2017-04-03 07:41:47
dupontAignan,Nancy,2017-04-03 07:41:47
fillon,Lille,2017-04-03 07:42:21
Macron,Paris,2017-04-03 07:42:35
fillon,Val-de-Marne,2017-04-03 07:42:37
fillon,France,2017-04-03 07:42:48
Hamon,Bègles,2017-04-03 07:42:54
Macron,Lille,2017-04-03 07:42:54
Macron,Saint-Jacut-de-la-Mer,2017-04-03 07:42:58
fillon,Corse,2017-04-03 07:43:16
fillon,Lille,2017-04-03 07:44:00
Macron,Château-Thierry,2017-04-03 07:44:31
fillon,France,2017-04-03 07:44:57
Macron,France,2017-04-03 07:44:57
fillon,Le Noyer,2017-04-03 07:45:21
Melenchon,Paris,2017-04-03 07:45:23
fillon,France,2017-04-03 07:45:29
Macron,France,2017-04-03 07:45:29
fillon,Marseille,2017-04-03 07:45:56
fillon,France,2017-04-03 07:46:06
Macron,France,2017-04-03 07:46:06
Macron,Château-Thierry,2017-04-03 07:46:28
fillon,Nantes,2017-04-03 07:46:31
Macron,Château-Thierry,2017-04-03 07:46:41
fillon,France,2017-04-03 07:46:52
Macron,France,2017-04-03 07:46:52
Melenchon,Paris,2017-04-03 07:47:08
Melenchon,Paris,2017-04-03 07:47:37
Macron,Nantes,2017-04-03 07:47:55
fillon,Châtillon,2017-04-03 07:48:08
fillon,France,2017-04-03 07:48:09
Macron,France,2017-04-03 07:48:09
Macron,Paris,2017-04-03 07:48:17
fillon,Paris,2017-04-03 07:48:53
Le pen,Paris,2017-04-03 07:48:53
Poutou,France,2017-04-03 07:49:15
Macron,Le Mans,2017-04-03 07:49:24
Macron,Saint-Ouen,2017-04-03 07:49:38
fillon,Ile-de-France,2017-04-03 07:49:41
fillon,Toulouse,2017-04-03 07:49:52
Macron,Boulogne-Billancourt,2017-04-03 07:50:11
Melenchon,Paris,2017-04-03 07:50:35
fillon,Toulouse,2017-04-03 07:50:38
Macron,Corse,2017-04-03 07:50:43
Melenchon,Paris,2017-04-03 07:51:21
fillon,Bègles,2017-04-03 07:51:46
fillon,Paris,2017-04-03 07:51:46
Macron,Marseille,2017-04-03 07:52:15
fillon,Paris,2017-04-03 07:53:16
fillon,Corse,2017-04-03 07:53:25
fillon,Châtillon,2017-04-03 07:53:40
Macron,Le Verger,2017-04-03 07:53:44
Le pen,Bourg-en-Bresse,2017-04-03 07:53:47
fillon,Ormesson-sur-Marne,2017-04-03 07:53:57
fillon,France,2017-04-03 07:54:09
Macron,Paris,2017-04-03 07:54:16
Hamon,Marseille,2017-04-03 07:54:25
Macron,Le Mans,2017-04-03 07:55:00
Melenchon,Montpellier,2017-04-03 07:55:10
fillon,Querqueville,2017-04-03 07:55:11
Le pen,Querqueville,2017-04-03 07:55:11
fillon,France,2017-04-03 07:55:21
Melenchon,Paris,2017-04-03 07:55:43
fillon,France,2017-04-03 07:56:27
fillon,Châtillon,2017-04-03 07:56:37
fillon,Bègles,2017-04-03 07:56:48
dupontAignan,Bègles,2017-04-03 07:56:48
Macron,Bègles,2017-04-03 07:56:48
Hamon,Bègles,2017-04-03 07:56:48
Melenchon,Paris,2017-04-03 07:57:10
Macron,Tremblay-en-France,2017-04-03 07:58:45
fillon,Paris,2017-04-03 07:58:47
Macron,Issy-les-Moulineaux,2017-04-03 07:59:10
Hamon,Nantes,2017-04-03 08:00:16
Melenchon,Nantes,2017-04-03 08:00:16
Macron,France,2017-04-03 08:00:45
Macron,France,2017-04-03 08:02:21
Macron,Castelsarrasin,2017-04-03 08:03:12
Macron,France,2017-04-03 08:03:36
Melenchon,Paris,2017-04-03 08:04:02
Macron,Saint-Mury-Monteymond,2017-04-03 08:04:17
fillon,Corse,2017-04-03 08:04:39
Melenchon,Paris,2017-04-03 08:06:09
Macron,Paris,2017-04-03 08:06:52
fillon,Richwiller,2017-04-03 08:07:39
Macron,Richwiller,2017-04-03 08:07:39
fillon,France,2017-04-03 08:08:32
Hamon,Paris,2017-04-03 08:09:01
Macron,Couëron,2017-04-03 08:09:41
fillon,France,2017-04-03 08:10:45
Le pen,Paris,2017-04-03 08:10:48
Melenchon,Paris,2017-04-03 08:10:48
fillon,Fleury-Mérogis,2017-04-03 08:10:54
Macron,Fleury-Mérogis,2017-04-03 08:10:54
fillon,Lot-et-Garonne,2017-04-03 08:11:01
fillon,Pau,2017-04-03 08:11:26
Lassalle,Annecy,2017-04-03 08:11:54
fillon,France,2017-04-03 08:11:56
Melenchon,Paris,2017-04-03 08:12:07
fillon,Neuilly-sur-Seine,2017-04-03 08:12:23
fillon,France,2017-04-03 08:12:40
fillon,Neuilly-sur-Seine,2017-04-03 08:12:53
fillon,Sainte-Maxime,2017-04-03 08:13:27
fillon,Sainte-Maxime,2017-04-03 08:13:56
fillon,Châtillon,2017-04-03 08:14:12
Macron,Fréjus,2017-04-03 08:14:21
fillon,France,2017-04-03 08:14:41
fillon,Sainte-Maxime,2017-04-03 08:15:02
dupontAignan,Marseille,2017-04-03 08:15:03
Hamon,Marseille,2017-04-03 08:15:03
fillon,Paris,2017-04-03 08:15:09
Macron,Bergerac,2017-04-03 08:16:03
Le pen,Sanary-sur-Mer,2017-04-03 08:16:05
fillon,Sainte-Maxime,2017-04-03 08:17:14
Macron,Bergerac,2017-04-03 08:17:22
Macron,Mazan,2017-04-03 08:17:56
fillon,Saint-Tropez,2017-04-03 08:18:25
fillon,Ile-de-France,2017-04-03 08:19:03
fillon,France,2017-04-03 08:19:06
fillon,Marseille,2017-04-03 08:20:15
fillon,France,2017-04-03 08:32:01
Hamon,Bois-Colombes,2017-04-03 08:32:10
fillon,Saint-Gildas-des-Bois,2017-04-03 08:32:15
fillon,La Baule-Escoublac,2017-04-03 08:32:15
fillon,France,2017-04-03 08:32:19
fillon,France,2017-04-03 08:32:42
fillon,Ile-de-France,2017-04-03 08:32:54
fillon,Marseille,2017-04-03 08:33:03
fillon,Nantes,2017-04-03 08:33:04
fillon,France,2017-04-03 08:33:05
fillon,La Baule-Escoublac,2017-04-03 08:33:14
Hamon,Malakoff,2017-04-03 08:33:22
fillon,France,2017-04-03 08:33:28
fillon,France,2017-04-03 08:33:50
fillon,Sandillon,2017-04-03 08:34:15
dupontAignan,Sandillon,2017-04-03 08:34:15
dupontAignan,Dol-de-Bretagne,2017-04-03 08:34:17
fillon,France,2017-04-03 08:34:17
fillon,Ile-de-France,2017-04-03 08:34:20
fillon,La Baule-Escoublac,2017-04-03 08:34:23
fillon,Paris,2017-04-03 08:34:38
fillon,Paris,2017-04-03 08:34:39
Hamon,Bègles,2017-04-03 08:34:42
Melenchon,Bègles,2017-04-03 08:34:42
fillon,France,2017-04-03 08:34:52
fillon,France,2017-04-03 08:35:10
fillon,Venoy,2017-04-03 08:35:42
fillon,La Baule-Escoublac,2017-04-03 08:35:49
fillon,France,2017-04-03 08:35:52
fillon,Paris,2017-04-03 08:36:02
fillon,France,2017-04-03 08:36:17
fillon,La Baule-Escoublac,2017-04-03 08:36:47
fillon,France,2017-04-03 08:36:57
fillon,Bègles,2017-04-03 08:37:00
Macron,Paris,2017-04-03 08:37:56
fillon,Montrouge,2017-04-03 08:38:10
fillon,La Baule-Escoublac,2017-04-03 08:38:14
Hamon,Toulouse,2017-04-03 08:38:45
fillon,Paris,2017-04-03 08:38:47
fillon,Nantes,2017-04-03 08:39:17
Macron,Nantes,2017-04-03 08:39:17
fillon,La Baule-Escoublac,2017-04-03 08:39:17
fillon,Paris,2017-04-03 08:39:20
fillon,Paris,2017-04-03 08:39:21
Macron,Paris,2017-04-03 08:39:21
fillon,Massy,2017-04-03 08:39:37
fillon,La Baule-Escoublac,2017-04-03 08:40:24
Macron,Ile-de-France,2017-04-03 08:40:30
Macron,France,2017-04-03 08:40:35
Macron,Migné-Auxances,2017-04-03 08:41:04
fillon,Ile-de-France,2017-04-03 08:41:07
Macron,Ile-de-France,2017-04-03 08:41:07
fillon,Paris,2017-04-03 08:41:40
Le pen,Lempty,2017-04-03 08:41:58
fillon,Paris,2017-04-03 08:42:43
fillon,Paris,2017-04-03 08:42:46
fillon,Bordeaux,2017-04-03 08:43:23
Melenchon,Castres,2017-04-03 08:44:06
fillon,Paris,2017-04-03 08:44:55
fillon,Vaires-sur-Marne,2017-04-03 08:45:28
fillon,France,2017-04-03 08:45:29
fillon,Ile-de-France,2017-04-03 08:46:08
Macron,Ile-de-France,2017-04-03 08:46:08
fillon,Toulouse,2017-04-03 08:46:24
Le pen,Lencloître,2017-04-03 08:46:43
fillon,Massy,2017-04-03 08:46:49
fillon,Amiens,2017-04-03 08:47:08
Macron,Amiens,2017-04-03 08:47:08
fillon,Saint-Denis,2017-04-03 08:47:16
fillon,Lille,2017-04-03 08:47:28
fillon,Ile-de-France,2017-04-03 08:48:37
Macron,Ile-de-France,2017-04-03 08:48:37
Lassalle,Neuilly-sur-Seine,2017-04-03 08:49:48
Poutou,Neuilly-sur-Seine,2017-04-03 08:49:48
fillon,Paris,2017-04-03 08:50:04
Melenchon,Paris,2017-04-03 08:50:04
Poutou,Paris,2017-04-03 08:50:04
Asselineau,Richwiller,2017-04-03 08:50:34
Poutou,Richwiller,2017-04-03 08:50:34
Le pen,Saint-Nazaire,2017-04-03 08:50:59
Macron,France,2017-04-03 08:51:16
Macron,Toulouse,2017-04-03 08:51:29
Macron,France,2017-04-03 08:51:33
fillon,France,2017-04-03 08:52:21
Macron,France,2017-04-03 08:52:21
fillon,France,2017-04-03 08:52:53
Macron,France,2017-04-03 08:52:53
Hamon,France,2017-04-03 08:53:09
Macron,Les Adrets-de-l'Estérel,2017-04-03 08:53:11
Macron,France,2017-04-03 08:53:17
Hamon,Saint-Ouen,2017-04-03 08:53:32
fillon,Balleroy,2017-04-03 08:53:35
fillon,Sandillon,2017-04-03 08:54:10
fillon,Lyon,2017-04-03 08:54:18
Macron,Drusenheim,2017-04-03 08:54:59
Melenchon,France,2017-04-03 08:55:20
Melenchon,Paris,2017-04-03 08:55:35
Poutou,Paris,2017-04-03 08:55:35
fillon,Châtillon,2017-04-03 08:56:11
Poutou,Nantes,2017-04-03 08:57:04
fillon,Amiens,2017-04-03 08:58:04
Le pen,Lencloître,2017-04-03 08:58:11
Macron,Castelsarrasin,2017-04-03 08:58:13
Melenchon,France,2017-04-03 08:58:17
fillon,Aix-en-Provence,2017-04-03 08:59:04
Cheminade,Richwiller,2017-04-03 08:59:19
Lassalle,Richwiller,2017-04-03 08:59:19
fillon,Lille,2017-04-03 08:59:43
fillon,Liévin,2017-04-03 09:00:09
fillon,Lyon,2017-04-03 09:00:45
fillon,Lille,2017-04-03 09:00:46
fillon,Ile-de-France,2017-04-03 09:01:28
fillon,Saint-Germain-du-Corbéis,2017-04-03 09:02:08
Hamon,Grenoble,2017-04-03 09:02:12
Macron,Lévis-Saint-Nom,2017-04-03 09:03:05
Macron,Ile-de-France,2017-04-03 09:03:22
fillon,Bussy-Saint-Georges,2017-04-03 09:03:47
Macron,Bussy-Saint-Georges,2017-04-03 09:03:47
Hamon,Nantes,2017-04-03 09:04:05
Melenchon,Nantes,2017-04-03 09:04:05
fillon,Nice,2017-04-03 09:05:02
fillon,Authie,2017-04-03 09:06:50
Macron,Malakoff,2017-04-03 09:06:53
fillon,France,2017-04-03 09:06:55
fillon,Labarthe-sur-Lèze,2017-04-03 09:07:00
Cheminade,Paris,2017-04-03 09:07:53
Macron,Paris,2017-04-03 09:07:53
fillon,France,2017-04-03 09:08:36
Melenchon,France,2017-04-03 09:08:36
fillon,France,2017-04-03 09:09:18
Melenchon,France,2017-04-03 09:09:18
Macron,L'Haÿ-les-Roses,2017-04-03 09:09:29
fillon,Paris,2017-04-03 09:09:37
fillon,Céret,2017-04-03 09:09:41
Macron,Céret,2017-04-03 09:09:41
Macron,Sandillon,2017-04-03 09:09:46
Hamon,Osny,2017-04-03 09:10:12
Melenchon,Osny,2017-04-03 09:10:12
Macron,Clapiers,2017-04-03 09:10:20
fillon,Nord-Pas-de-Calais,2017-04-03 09:10:21
fillon,La Rochelle,2017-04-03 09:10:54
Macron,La Rochelle,2017-04-03 09:10:54
Melenchon,France,2017-04-03 09:11:17
Melenchon,Paris,2017-04-03 09:11:41
Melenchon,France,2017-04-03 09:11:57
fillon,Paris,2017-04-03 09:14:01
Melenchon,Paris,2017-04-03 09:15:10
Melenchon,Bretagne,2017-04-03 09:15:21
Macron,France,2017-04-03 09:15:26
fillon,Paris,2017-04-03 09:15:36
Le pen,Paris,2017-04-03 09:16:20
Hamon,Paris,2017-04-03 09:16:20
Melenchon,Paris,2017-04-03 09:16:20
fillon,Lille,2017-04-03 09:16:36
Hamon,Lille,2017-04-03 09:16:36
Macron,L'Isle-sur-la-Sorgue,2017-04-03 09:16:39
Macron,Rennes,2017-04-03 09:18:05
Melenchon,Rennes,2017-04-03 09:18:05
Macron,Villeneuve-Loubet,2017-04-03 09:18:50
Le pen,Plan-de-Cuques,2017-04-03 09:19:06
Macron,Plan-de-Cuques,2017-04-03 09:19:06
fillon,Lille,2017-04-03 09:19:50
fillon,Fleury-les-Aubrais,2017-04-03 09:19:55
Melenchon,Gallargues-le-Montueux,2017-04-03 09:20:18
fillon,Paris,2017-04-03 09:21:07
Le pen,Paris,2017-04-03 09:21:07
Macron,Paris,2017-04-03 09:21:07
Melenchon,France,2017-04-03 09:21:26
fillon,Paris,2017-04-03 09:22:26
Melenchon,Paris,2017-04-03 09:22:34
fillon,Marseille,2017-04-03 09:22:42
Le pen,Le Havre,2017-04-03 09:22:43
Macron,Paris,2017-04-03 09:23:36
Macron,Strasbourg,2017-04-03 09:24:07
fillon,Paris,2017-04-03 09:24:09
fillon,Ile-de-France,2017-04-03 09:24:14
Melenchon,France,2017-04-03 09:24:58
fillon,Lille,2017-04-03 09:25:04
fillon,Paris,2017-04-03 09:25:53
Melenchon,Paris,2017-04-03 09:25:53
Macron,Marseille,2017-04-03 09:26:04
Hamon,Marseille,2017-04-03 09:26:04
Le pen,Bordeaux,2017-04-03 09:26:13
fillon,Chevry-sous-le-Bignon,2017-04-03 09:26:47
Melenchon,Paris,2017-04-03 09:27:46
fillon,Ile-de-France,2017-04-03 09:27:46
Melenchon,Choisy-le-Roi,2017-04-03 09:27:55
Macron,Marseille,2017-04-03 09:28:35
Melenchon,Marseille,2017-04-03 09:28:35
fillon,France,2017-04-03 09:28:50
Macron,France,2017-04-03 09:28:50
Macron,France,2017-04-03 09:29:04
Macron,Avignon,2017-04-03 09:29:24
Macron,Ile-de-France,2017-04-03 09:29:33
Macron,Le Cannet,2017-04-03 09:30:02
Macron,Le Cannet,2017-04-03 09:30:36
Macron,France,2017-04-03 09:30:40
fillon,Paris,2017-04-03 09:30:49
Macron,France,2017-04-03 09:31:14
fillon,France,2017-04-03 09:31:55
Macron,France,2017-04-03 09:31:55
Macron,Le Cannet,2017-04-03 09:32:13
fillon,Lomme,2017-04-03 09:32:27
Macron,Blainville-sur-Orne,2017-04-03 09:32:31
Le pen,Pré-Saint-Martin,2017-04-03 09:32:57
Macron,Pré-Saint-Martin,2017-04-03 09:32:57
Hamon,Pré-Saint-Martin,2017-04-03 09:32:57
fillon,Paris,2017-04-03 09:34:05
fillon,Bordeaux,2017-04-03 09:34:58
Melenchon,Cavalaire-sur-Mer,2017-04-03 09:35:57
fillon,Nice,2017-04-03 09:36:06
dupontAignan,La Seyne-sur-Mer,2017-04-03 09:36:15
fillon,Vincennes,2017-04-03 09:36:18
Macron,Couville,2017-04-03 09:37:08
Hamon,Couville,2017-04-03 09:37:08
Melenchon,Couville,2017-04-03 09:37:08
fillon,Saulx-les-Chartreux,2017-04-03 09:37:24
Melenchon,Graveson,2017-04-03 09:37:30
Melenchon,Mantes-la-Jolie,2017-04-03 09:37:30
fillon,Paris,2017-04-03 09:37:47
fillon,Ile-de-France,2017-04-03 09:37:53
Melenchon,Graveson,2017-04-03 09:38:55
fillon,Marseille,2017-04-03 09:38:57
Melenchon,Marseille,2017-04-03 09:38:57
Melenchon,Bourg-la-Reine,2017-04-03 09:39:08
Macron,Vaux-le-Pénil,2017-04-03 09:39:08
fillon,Ile-de-France,2017-04-03 09:39:12
Hamon,Graveson,2017-04-03 09:40:01
Melenchon,Graveson,2017-04-03 09:40:01
fillon,Nemours,2017-04-03 09:40:47
fillon,Paris,2017-04-03 09:40:49
fillon,Castres,2017-04-03 09:41:00
Melenchon,Graveson,2017-04-03 09:41:56
Macron,Le Cannet,2017-04-03 09:42:48
fillon,Maretz,2017-04-03 09:43:28
fillon,Provence-Alpes-Côte d'Azur,2017-04-03 09:43:34
Macron,Provence-Alpes-Côte d'Azur,2017-04-03 09:43:34
Lassalle,La Membrolle-sur-Longuenée,2017-04-03 09:44:03
fillon,Gréoux-les-Bains,2017-04-03 09:44:13
Macron,Gréoux-les-Bains,2017-04-03 09:44:13
fillon,Marseille,2017-04-03 09:44:35
fillon,Lyon,2017-04-03 09:45:04
Le pen,Lencloître,2017-04-03 09:45:05
fillon,Lyon,2017-04-03 09:45:39
Melenchon,Drusenheim,2017-04-03 12:03:32
fillon,Paris,2017-04-03 12:03:42
fillon,Le Havre,2017-04-03 12:03:53
fillon,Paris,2017-04-03 12:04:00
Macron,Paris,2017-04-03 12:04:00
Hamon,Paris,2017-04-03 12:04:00
Melenchon,Paris,2017-04-03 12:04:00
fillon,Pont-Audemer,2017-04-03 12:04:28
Melenchon,Drusenheim,2017-04-03 12:05:02
fillon,Bretagne,2017-04-03 12:05:25
Melenchon,Bretagne,2017-04-03 12:05:25
Macron,Lyon,2017-04-03 12:05:59
Macron,Les Mayons,2017-04-03 12:06:31
Melenchon,Drusenheim,2017-04-03 12:06:39
fillon,Marseille,2017-04-03 12:07:08
Macron,Marseille,2017-04-03 12:07:08
Macron,Marseille,2017-04-03 12:07:54
Melenchon,Drusenheim,2017-04-03 12:08:38
Hamon,Toulouse,2017-04-03 12:09:51
Macron,Paris,2017-04-03 12:10:12
fillon,Marseille,2017-04-03 12:11:07
Macron,Marseille,2017-04-03 12:11:07
Hamon,Marseille,2017-04-03 12:11:42
Hamon,Toulouse,2017-04-03 12:12:40
Macron,France,2017-04-03 12:13:47
Melenchon,Drusenheim,2017-04-03 12:14:07
Melenchon,Paris,2017-04-03 12:14:25
fillon,Angers,2017-04-03 12:16:13
Le pen,Chalon-sur-Saône,2017-04-03 12:16:28
Le pen,Paris,2017-04-03 12:16:33
Melenchon,Paris,2017-04-03 12:16:33
Le pen,Paris,2017-04-03 12:16:44
Melenchon,Paris,2017-04-03 12:16:44
Macron,Le Beausset,2017-04-03 12:17:30
Le pen,Laissac,2017-04-03 12:18:34
Macron,Laissac,2017-04-03 12:18:34
Hamon,Laissac,2017-04-03 12:18:34
Melenchon,Laissac,2017-04-03 12:18:34
Macron,Saint-Ouen-l'Aumône,2017-04-03 12:19:32
fillon,Nanterre,2017-04-03 12:20:49
fillon,Mainvilliers,2017-04-03 12:21:28
fillon,Marseille,2017-04-03 12:22:52
Melenchon,Paris,2017-04-03 12:23:30
Melenchon,Paris,2017-04-03 12:24:10
fillon,France,2017-04-03 12:24:13
Macron,Nice,2017-04-03 12:24:28
